review_name,review_name_url,review_short_review,review_short_review_url,review_place_and_date,review_full_review,review_rating,review_rating_url
Militza Fontanez,https://www.amazon.com/gp/profile/amzn1.account.AHMXSXTZMVWDAD5MU3VX6CIVVQ5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I like it!,https://www.amazon.com/gp/customer-reviews/R3ICULOW0T3RC4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 17, 2020",Value for money.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3ICULOW0T3RC4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ahmed Alrikabi,https://www.amazon.com/gp/profile/amzn1.account.AEWK2PSGANEE2A5FULNI4ZTCEZOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I highly recommend it,https://www.amazon.com/gp/customer-reviews/R10RGYM0COVMYM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 12, 2020",very useful and practical,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R10RGYM0COVMYM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Taylor,https://www.amazon.com/gp/profile/amzn1.account.AEYU5GPYRTPWSK3H4WV5ODEHOLXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use for projects,https://www.amazon.com/gp/customer-reviews/R23TBSHYDU2VHU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 13, 2020",Got hot quickly doesn't leak glue. I love it,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R23TBSHYDU2VHU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Tycho Bellers,https://www.amazon.com/gp/profile/amzn1.account.AGJGIXJS7QFPYZLRS7RYXIWAMVAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great Value and Easy to Use,https://www.amazon.com/gp/customer-reviews/R3QJD22Y9DMOIF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 17, 2018","For less than $5, this glue gun is an excellent value and even includes multiple glue sticks. It is very easy to use and heats up in about 1-2 minutes.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3QJD22Y9DMOIF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
lil momma,https://www.amazon.com/gp/profile/amzn1.account.AHAAE3NWAWA2Q2JXZB45NHTQAK7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great little gun,https://www.amazon.com/gp/customer-reviews/RY22OISA7SYC3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 18, 2019","This is a really great value, the glue gun does it’s job, I would definitely buy again.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RY22OISA7SYC3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AFI7EMR2RHMYA3QUPKTWRC5Q7NDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Don't waste your money,https://www.amazon.com/gp/customer-reviews/R1XLO00WBCKE7J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 10, 2019",I have no complaints about the glue gun. But the glue sticks are plastic. Not glue! Can't use at all,3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1XLO00WBCKE7J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Hsdh Giefrhse,https://www.amazon.com/gp/profile/amzn1.account.AEV7HSWWDZZ6Z4SNK7PI5PQLAJZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Really useful,https://www.amazon.com/gp/customer-reviews/R1RCM1IYVITJ3K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 23, 2019",Really small and easy to use. Super useful for arts/crafts and repairs around the house.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1RCM1IYVITJ3K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
customer 534088238,https://www.amazon.com/gp/profile/amzn1.account.AEWCHW5V63T7F5GW2ZOWPN6NBGQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good for the money,https://www.amazon.com/gp/customer-reviews/R33GFXKTL1P5YO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 12, 2019",Works great. Heats up quick. Only down fall is you go through the glue sticks quickly,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R33GFXKTL1P5YO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ricki Reign,https://www.amazon.com/gp/profile/amzn1.account.AGQBILEK4CL5J3W35XQBNNLG6C6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Perfect for Crafts,https://www.amazon.com/gp/customer-reviews/R3DQDP9JSW0LPZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 12, 2019",I love this tiny little glue gun. Perfect and heats up quickly!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3DQDP9JSW0LPZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
redfred,https://www.amazon.com/gp/profile/amzn1.account.AHEG6PIYP64VDMDQPKQSYATRFU5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It's so cheap it's not pulling the glue threw,https://www.amazon.com/gp/customer-reviews/R25Q8TYZAI9R7E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 12, 2022",To put it blut it's so cheap made I know it didn't cost much but look cheap is cheap,1.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R25Q8TYZAI9R7E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Linda Vasquez,https://www.amazon.com/gp/profile/amzn1.account.AF7VVESLKJZG7FNITZALAOLEXN3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Yeeeeees!,https://www.amazon.com/gp/customer-reviews/R39ZGFBE9UQPRU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 27, 2019",I was having double doubts but this thing is amazing!!!!! Definitely recommended,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R39ZGFBE9UQPRU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Melissa Williams,https://www.amazon.com/gp/profile/amzn1.account.AFBBZ647G76R4LHKHKVBGRCDY4ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Perfect..,https://www.amazon.com/gp/customer-reviews/R1KCKVPQBGMUQS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 29, 2019",Mom loved it... She wanted a little glue gun.. perfect..,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1KCKVPQBGMUQS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Soph,https://www.amazon.com/gp/profile/amzn1.account.AGHGWLXYGF3IY5LVYXGX6KDTKVLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works well.,https://www.amazon.com/gp/customer-reviews/R3SRO38EKNY85P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 17, 2019",Only used once but works well and heats in 5 mins.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3SRO38EKNY85P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Kayla,https://www.amazon.com/gp/profile/amzn1.account.AFPZY4DY3MZIH5HZJXSEO3WW2IZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great for the $,https://www.amazon.com/gp/customer-reviews/R3PKIWENW9CVXK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 31, 2019","I’ve used for a couple small crafts, does the job!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3PKIWENW9CVXK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
GJ,https://www.amazon.com/gp/profile/amzn1.account.AHIG7F2CAIULBEAZZB7J2TVHQP7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,doesnt work as glue,https://www.amazon.com/gp/customer-reviews/RZFXJ1UQKB3FB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 29, 2018","Its very cute and cheap! But unfortunately unfortunately unfortunately it doesn’t stick! 😣(at first it did once it was dry, the glue just fell off) but if you are creative maybe can make some art with it",3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RZFXJ1UQKB3FB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
pavana rai,https://www.amazon.com/gp/profile/amzn1.account.AERPWAF3RPC7HMFZ4XWZDXOJCR7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works well,https://www.amazon.com/gp/customer-reviews/R1SUAGTGJPD0MS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 21, 2020","Easy to use, good price for the size.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1SUAGTGJPD0MS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amanda Spruill,https://www.amazon.com/gp/profile/amzn1.account.AH3OH6DIUH7GE5EEUVAWNBFNI6VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great for the price,https://www.amazon.com/gp/customer-reviews/R2XDWNI4HYBRVU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 21, 2020",Great for the price,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2XDWNI4HYBRVU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHIQGP6G2GUAXNPPWCF32RN7NZYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,SMALL JOBS,https://www.amazon.com/gp/customer-reviews/R14GCXHZ7BEFBQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 4, 2019","It’s way small, a little weird to use when you need more glue stick",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R14GCXHZ7BEFBQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Constantine,https://www.amazon.com/gp/profile/amzn1.account.AHL5SAQA57YIOSO4EYHKAAV7ONAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great cheap glue gun,https://www.amazon.com/gp/customer-reviews/R2WDXUAVGZFCO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 17, 2019","This is compact, light weight and super easy to use. The glue dries fast and hold really well. Very happy with it.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2WDXUAVGZFCO3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Mr&Mrs Decker,https://www.amazon.com/gp/profile/amzn1.account.AFI2NQA6GLEBOCHBYACP56AIQ6OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Exactly what I needed !,https://www.amazon.com/gp/customer-reviews/R1SXC44Z43BOEL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 19, 2020",Easy to use ! Exactly what I needed,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1SXC44Z43BOEL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
micha.h12345,https://www.amazon.com/gp/profile/amzn1.account.AFJ6RIZAHM5EFASYSWWJM53MBBSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Not a great gluing quality,https://www.amazon.com/gp/customer-reviews/RI38G1YULVOMD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 15, 2017",I have to say I watched numerous DIY videos and collected ideas from Pinterest so I decided to go ahead and purchase one glue gun myself. I am not sure if I was suppose to spend more money on it to get a product that works. It really did not work for me. It does not hold material together. My bow holder I was creating for the baby fell apart. I had to re glue other items and still the quality is poor that I might as well throw out either the gun or the entire DIY items I attempted to create.,2.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RI38G1YULVOMD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Vani,https://www.amazon.com/gp/profile/amzn1.account.AG5WRFG4FX7EVKEYA7HYU57LMP5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,LOVE THIS!!!,https://www.amazon.com/gp/customer-reviews/R2SRFT2MBHTXLT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on July 24, 2019","This was PERFECT for my purpose! Perfect size, easy to use, and got the job done! Love it!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2SRFT2MBHTXLT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Megan Le,https://www.amazon.com/gp/profile/amzn1.account.AFPTXMGGQQ3MP37URZXPQQPRK2RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works great,https://www.amazon.com/gp/customer-reviews/R1GQTUKM91AXN2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 19, 2020",exactly what i wanted,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1GQTUKM91AXN2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Cherry,https://www.amazon.com/gp/profile/amzn1.account.AF4QCMRAZ5O3EOMSO6ZYSGPQKNJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Love!,https://www.amazon.com/gp/customer-reviews/R3JSPLYHXQB1I7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 14, 2019",Amazing! It’s helping me with the baby shower decorations I’m making,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3JSPLYHXQB1I7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Manisha,https://www.amazon.com/gp/profile/amzn1.account.AGCSUDHHXIULKSDFYXL2ZVJEPAHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Economic and on time,https://www.amazon.com/gp/customer-reviews/R3H1DJZSTB55PK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 8, 2020",Product on time,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3H1DJZSTB55PK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AH3JTN5WUFJRDL7SXLOQ6O5ASARA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good product,https://www.amazon.com/gp/customer-reviews/R2S7J1EJ2DJTAT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 7, 2018","Works well so far. No complaints. Give it time to what up, like about two minutes. Let it cool down before storing it.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2S7J1EJ2DJTAT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Deanna Leviso,https://www.amazon.com/gp/profile/amzn1.account.AEXAAPQXTK2TJSD47NGOCTXEGNBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great buy,https://www.amazon.com/gp/customer-reviews/R15K5NM5NI4WNB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on July 22, 2019",Works great at a wonderful value. Used it to create a custom wreath with our family name.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R15K5NM5NI4WNB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Monica,https://www.amazon.com/gp/profile/amzn1.account.AF5AGSLYTG7TVYA6QFP6NDL375CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Cheap price, not cheap gun",https://www.amazon.com/gp/customer-reviews/R2PVYTOVBKQ9RI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 26, 2019",This little guy is well worth the money!!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2PVYTOVBKQ9RI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGPTZDZGIGTI24TOMC7VVXWSOGAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Awesome glue gun, but glue dries too fast",https://www.amazon.com/gp/customer-reviews/RZ5TV1ZT5QF2L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 4, 2020",The glue dries too fast.,3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RZ5TV1ZT5QF2L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
sathish,https://www.amazon.com/gp/profile/amzn1.account.AF3TGSNSEG6KI4LAIBUM7ARD5CGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Gum not good,https://www.amazon.com/gp/customer-reviews/R1W9XO4Z5C54KX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 31, 2020",Gun is good but the gum is easily melted,3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1W9XO4Z5C54KX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Tejadrodr,https://www.amazon.com/gp/profile/amzn1.account.AGDPWYDZWDKEER6SNUIQWQJ3N3XQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Poor quality,https://www.amazon.com/gp/customer-reviews/R1HU5NH4PSIW92/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 4, 2018",Is not good quality,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1HU5NH4PSIW92/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Skyblaze777,https://www.amazon.com/gp/profile/amzn1.account.AFWKWJG54MM4YL25MVKZQSMAOJYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good for what it was intended for,https://www.amazon.com/gp/customer-reviews/R2P944HMPK13I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 16, 2019",Great little glue gun it got the job done,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2P944HMPK13I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
isabel,https://www.amazon.com/gp/profile/amzn1.account.AGLRHEW64I5Y7SF6DXWPHWRGWSYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,good buy,https://www.amazon.com/gp/customer-reviews/R2UD1073VYOBNV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 7, 2018","this product works well and inexpensive I used it for crafting decorations for Christmas
I would recommend this product I would also recommend buying the longer glue sticks",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2UD1073VYOBNV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ty4tehreply,https://www.amazon.com/gp/profile/amzn1.account.AGNHFXIV5I2RNDINB3ZMX372IWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works,https://www.amazon.com/gp/customer-reviews/RW1CMDCYMMHD9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 18, 2018","This is a great product, considering the price. I don't need to use it often, it was for a small project and it worked as described.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RW1CMDCYMMHD9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
LuckyDaisy,https://www.amazon.com/gp/profile/amzn1.account.AECRWYIGJKU6K5QWBLC2WQ2JIRQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works great!,https://www.amazon.com/gp/customer-reviews/RVMZJ4R2TSA12/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 25, 2020",Works like a charm!!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RVMZJ4R2TSA12/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
piink.bubbles,https://www.amazon.com/gp/profile/amzn1.account.AGSVL45FQ6XS3OVWUVXVBKFSSZYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Easy to use,https://www.amazon.com/gp/customer-reviews/R2CFWGK7WN27SX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 19, 2020",Cute and simple. Works well,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2CFWGK7WN27SX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Nicholas Westcott,https://www.amazon.com/gp/profile/amzn1.account.AFF4LVO4MLV64QM7U5BCUPK6ONJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Value central,https://www.amazon.com/gp/customer-reviews/R2ULKN41SEF9EF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 18, 2019",Works for my needs thanks 4$ only lol,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2ULKN41SEF9EF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AERIAX7M2EQ7AD4UURC4ZE472CFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Recommended you to buy!,https://www.amazon.com/gp/customer-reviews/RTMKWRXQAACDF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 20, 2020",So worth it! Defiantly recommend.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RTMKWRXQAACDF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Stella,https://www.amazon.com/gp/profile/amzn1.account.AE53B35JSCZHTERSRUMFK2PJZY7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great little glue gun,https://www.amazon.com/gp/customer-reviews/R3HK7BQGB8I3Z7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 6, 2019","Works great, didn't want to spend to much for a few uses and I have had no issues",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3HK7BQGB8I3Z7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Aleshya,https://www.amazon.com/gp/profile/amzn1.account.AGG6PFLGQJDXYF2EZIFCAYJGZY3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice,https://www.amazon.com/gp/customer-reviews/R118DUN468WNB3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 15, 2020",Small enough for what I need,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R118DUN468WNB3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
CD,https://www.amazon.com/gp/profile/amzn1.account.AFNEL7OTDL2DGQTMXRXGNSSSC3DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,happy customer,https://www.amazon.com/gp/customer-reviews/R56C85QLW7MUA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 1, 2020",good product,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R56C85QLW7MUA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Stoyan D.,https://www.amazon.com/gp/profile/amzn1.account.AHWUXVMDZMJJGVAZ7AQ7U2HTRQUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great!,https://www.amazon.com/gp/customer-reviews/R2I47JDH4PZJVG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 11, 2020",Great glue gun!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2I47JDH4PZJVG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Christine,https://www.amazon.com/gp/profile/amzn1.account.AEGO5PKP4FPJ6ZSSFPLW7L34E4MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great Value,https://www.amazon.com/gp/customer-reviews/R1Y5KLMTO3DIMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 9, 2020",It works great.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1Y5KLMTO3DIMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Wanda Luciano,https://www.amazon.com/gp/profile/amzn1.account.AF3G6KUBVYELLKZWWV75BZOYCOAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good item,https://www.amazon.com/gp/customer-reviews/RILMT4I1RWHTE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 1, 2020","Fast heating, managable, good price.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RILMT4I1RWHTE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
